RCID      ,SEQ       ,TRDDATE   ,OFFICE    ,ACCT      ,EX        ,FC        ,YYYYMM    ,STRIKE    ,BUYS      ,SELLS     ,CARD      ,DESC      ,PRICE     ,PRINTPRICE,OPBKR     ,
TRD,27598,020141229,737,B6106,16,ED,201803,.00000000,0,6,1O4J,MAR 18 IMM EURODOLLAR,97.40500000,97.4050,0000
TRD,27600,020141229,737,B6106,16,ED,201803,.00000000,0,6,1O4J,MAR 18 IMM EURODOLLAR,97.40500000,97.4050,0000
TRD,74157,020141229,737,B6106,16,ED,201803,.00000000,0,17,1VGV,MAR 18 IMM EURODOLLAR,97.41000000,97.4100,0000
TRD,68482,020141229,737,B6106,16,ED,201803,.00000000,0,40,1UU3,MAR 18 IMM EURODOLLAR,97.47500000,97.4750,0000
TRD,27080,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27082,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27110,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27587,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27595,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27603,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27605,020141229,737,B6106,16,ED,201806,.00000000,1,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27108,020141229,737,B6106,16,ED,201806,.00000000,2,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27589,020141229,737,B6106,16,ED,201806,.00000000,2,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27591,020141229,737,B6106,16,ED,201806,.00000000,2,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27593,020141229,737,B6106,16,ED,201806,.00000000,3,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27076,020141229,737,B6106,16,ED,201806,.00000000,4,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27597,020141229,737,B6106,16,ED,201806,.00000000,4,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27607,020141229,737,B6106,16,ED,201806,.00000000,4,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27599,020141229,737,B6106,16,ED,201806,.00000000,6,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,27601,020141229,737,B6106,16,ED,201806,.00000000,6,0,1O4J,JUN 18 IMM EURODOLLAR,97.33500000,97.3350,0000
TRD,68476,020141229,737,B6106,16,ED,201903,.00000000,1,0,1UU3,MAR 19 IMM EURODOLLAR,97.23000000,97.2300,0000
TRD,68475,020141229,737,B6106,16,ED,201903,.00000000,2,0,1UU3,MAR 19 IMM EURODOLLAR,97.23000000,97.2300,0000
TRD,68477,020141229,737,B6106,16,ED,201903,.00000000,2,0,1UU3,MAR 19 IMM EURODOLLAR,97.23000000,97.2300,0000
TRD,68479,020141229,737,B6106,16,ED,201903,.00000000,20,0,1UU3,MAR 19 IMM EURODOLLAR,97.23000000,97.2300,0000
TRD,130009,020141229,737,B6106,16,E2,201503,97.50000000,0,100,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,KM
TRD,130010,020141229,737,B6106,16,E2,201503,97.50000000,0,100,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,MST
TRD,130011,020141229,737,B6106,16,E2,201503,97.50000000,0,100,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,SHD
TRD,130012,020141229,737,B6106,16,E2,201503,97.50000000,0,100,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,BMX
TRD,130013,020141229,737,B6106,16,E2,201503,97.50000000,0,100,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,TGK
TRD,130014,020141229,737,B6106,16,E2,201503,97.50000000,0,500,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,NB
TRD,130015,020141229,737,B6106,16,E2,201503,97.50000000,0,500,3300,PUT  MAR 15 IMM ED 2YR MC 9750,.05000000,.0500,BWP
TRD,130163,020141229,737,B6106,16,E2,201503,97.75000000,100,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,KM
TRD,130164,020141229,737,B6106,16,E2,201503,97.75000000,100,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,MST
TRD,130165,020141229,737,B6106,16,E2,201503,97.75000000,100,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,SHD
TRD,130166,020141229,737,B6106,16,E2,201503,97.75000000,100,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,BMX
TRD,132890,020141229,737,B6106,16,E2,201503,97.75000000,100,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,TGK
TRD,130167,020141229,737,B6106,16,E2,201503,97.75000000,500,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,NB
TRD,130178,020141229,737,B6106,16,E2,201503,97.75000000,500,0,3300,PUT  MAR 15 IMM ED 2YR MC 9775,.11500000,.1150,BWP

